<0.00, 1, 37.967331, 23.774532, 229.707852, 0.000000, 25, 12.5>
<0.00, 2, 37.971738, 23.758638, 38.291786, 0.000000, 93, 46.5>
<1.00, 1, 37.967326, 23.774522, 230.554332, 1.000000, 97, 48.5>
<1.00, 2, 37.971745, 23.758645, 38.291786, 1.000000, 64, 32.0>
<2.00, 1, 37.967316, 23.774503, 233.076683, 2.000000, 66, 33.0>
<2.00, 2, 37.971759, 23.758660, 38.291786, 2.000000, 35, 17.5>
<3.00, 1, 37.967302, 23.774474, 236.010480, 3.000000, 22, 11.0>
<3.00, 2, 37.971780, 23.758682, 38.291786, 3.000000, 50, 25.0>
<4.00, 1, 37.967285, 23.774434, 239.881328, 4.000000, 27, 13.5>
<4.00, 2, 37.971807, 23.758712, 39.779928, 4.000000, 85, 42.5>
<5.00, 1, 37.967269, 23.774381, 247.327997, 5.000000, 73, 36.5>
<5.00, 2, 37.971833, 23.758758, 52.952756, 5.000000, 43, 21.5>
<6.00, 1, 37.967254, 23.774317, 251.966352, 5.893475, 59, 29.5>
<6.00, 2, 37.971855, 23.758809, 59.911289, 5.216981, 30, 15.0>
<7.00, 1, 37.967243, 23.774251, 256.747542, 5.893475, 87, 43.5>
<7.00, 2, 37.971866, 23.758867, 74.824350, 5.216981, 22, 11.0>
<8.00, 1, 37.967235, 23.774185, 259.416012, 5.893475, 50, 25.0>
<8.00, 2, 37.971868, 23.758926, 85.786237, 5.216981, 20, 10.0>
<9.00, 1, 37.967228, 23.774119, 260.844296, 5.893475, 95, 47.5>
<9.00, 2, 37.971860, 23.758985, 98.560890, 5.216981, 35, 17.5>
<10.00, 1, 37.967221, 23.774052, 260.844296, 5.893475, 28, 14.000000000000002>
<10.00, 2, 37.971850, 23.759043, 99.832226, 5.216981, 99, 49.5>
<11.00, 1, 37.967214, 23.773986, 260.844296, 5.893475, 50, 25.0>
<11.00, 2, 37.971835, 23.759099, 106.824175, 5.216981, 73, 36.5>
<12.00, 1, 37.967207, 23.773919, 260.844296, 5.893475, 82, 41.0>
<12.00, 2, 37.971820, 23.759155, 106.824175, 5.216981, 49, 24.5>
<13.00, 1, 37.967200, 23.773853, 260.844296, 5.893475, 68, 34.0>
<13.00, 2, 37.971805, 23.759212, 106.824175, 5.216981, 53, 26.5>
<14.00, 1, 37.967193, 23.773786, 260.844296, 5.893475, 88, 44.0>
<14.00, 2, 37.971791, 23.759268, 106.824175, 5.216981, 47, 23.5>
<15.00, 1, 37.967187, 23.773720, 260.844296, 5.893475, 38, 19.0>
<15.00, 2, 37.971776, 23.759324, 106.824175, 5.216981, 24, 12.0>
<16.00, 1, 37.967179, 23.773654, 259.560752, 5.893475, 79, 39.5>
<16.00, 2, 37.971761, 23.759380, 106.824175, 5.216981, 43, 21.5>
<17.00, 1, 37.967170, 23.773587, 259.114473, 5.893475, 95, 47.5>
<17.00, 2, 37.971746, 23.759437, 106.843541, 5.216981, 85, 42.5>
<18.00, 1, 37.967162, 23.773521, 259.114473, 5.893475, 41, 20.5>
<18.00, 2, 37.971731, 23.759493, 107.072269, 5.216981, 64, 32.0>
<19.00, 1, 37.967153, 23.773455, 259.114473, 5.893475, 78, 39.0>
<19.00, 2, 37.971716, 23.759549, 107.072269, 5.216981, 63, 31.5>
<20.00, 1, 37.967145, 23.773389, 259.114473, 5.893475, 92, 46.0>
<20.00, 2, 37.971701, 23.759605, 106.464367, 5.216981, 36, 18.0>
<21.00, 1, 37.967134, 23.773323, 256.550297, 5.893475, 50, 25.0>
<21.00, 2, 37.971687, 23.759662, 105.698069, 5.216981, 90, 45.0>
<22.00, 1, 37.967123, 23.773257, 256.550297, 5.893475, 33, 16.5>
<22.00, 2, 37.971673, 23.759719, 105.698069, 5.216981, 97, 48.5>
<23.00, 1, 37.967113, 23.773192, 256.550297, 5.893475, 89, 44.5>
<23.00, 2, 37.971659, 23.759775, 105.698069, 5.216981, 97, 48.5>
<24.00, 1, 37.967102, 23.773126, 257.059611, 5.893475, 64, 32.0>
<24.00, 2, 37.971645, 23.759832, 105.698069, 5.216981, 54, 27.0>
<25.00, 1, 37.967096, 23.773060, 261.427265, 5.893475, 31, 15.5>
<25.00, 2, 37.971629, 23.759888, 107.450208, 5.216981, 88, 44.0>
<26.00, 1, 37.967090, 23.772993, 261.427265, 5.893475, 91, 45.5>
<26.00, 2, 37.971612, 23.759943, 109.674099, 5.216981, 56, 28.000000000000004>
<27.00, 1, 37.967083, 23.772926, 261.427265, 5.893475, 51, 25.5>
<27.00, 2, 37.971595, 23.759999, 109.674099, 5.216981, 67, 33.5>
